SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
NAGA MANI MIZO TRIPURA,2004,4.80,2.70,11.00,341.50,211.00,449.20,558.60,284.30,351.00,132.70,6.40,0.50,2353.70,7.40,563.50,1643.20,139.60
NAGA MANI MIZO TRIPURA,2005,6.40,15.00,118.60,98.10,237.00,212.30,301.50,334.80,292.60,194.30,15.60,10.50,1836.70,21.40,453.70,1141.10,220.40
NAGA MANI MIZO TRIPURA,2006,0.60,12.40,5.50,111.10,382.20,445.60,335.00,241.60,231.10,90.40,13.00,3.70,1872.00,12.90,498.80,1253.20,107.10
NAGA MANI MIZO TRIPURA,2007,7.90,54.70,28.70,220.40,276.70,446.30,430.00,373.80,426.60,180.50,82.60,10.10,2538.20,62.60,525.80,1676.60,273.20
NAGA MANI MIZO TRIPURA,2008,30.70,13.80,49.60,54.90,200.80,327.40,333.30,358.60,223.70,150.20,4.70,1.20,1748.90,44.40,305.30,1243.00,156.10
NAGA MANI MIZO TRIPURA,2009,0.00,3.20,27.50,93.10,209.50,271.90,295.80,380.90,271.30,158.20,26.10,0.20,1737.70,3.20,330.10,1219.90,184.50
NAGA MANI MIZO TRIPURA,2010,1.00,7.90,85.80,161.50,294.00,411.60,367.50,393.20,309.80,220.20,9.20,33.50,2295.20,8.90,541.40,1482.00,262.90
NAGA MANI MIZO TRIPURA,2011,12.60,3.60,51.40,81.10,334.90,374.20,313.30,367.60,258.30,92.60,2.40,0.20,1892.10,16.10,467.40,1313.40,95.20
NAGA MANI MIZO TRIPURA,2012,24.50,10.20,20.30,243.50,163.50,396.20,280.10,342.70,248.70,160.90,32.00,0.40,1922.90,34.70,427.30,1267.60,193.30
NAGA MANI MIZO TRIPURA,2013,0.20,5.70,19.70,60.30,348.90,206.60,255.90,291.30,241.40,125.60,0.30,1.20,1557.20,5.90,428.90,995.20,127.10
NAGA MANI MIZO TRIPURA,2014,1.20,21.00,25.40,49.60,192.50,268.30,295.70,372.30,300.90,69.60,3.30,0.10,1599.90,22.20,267.50,1237.20,73.00
NAGA MANI MIZO TRIPURA,2015,14.40,14.20,21.60,253.50,198.30,283.90,413.60,334.20,255.90,118.70,3.90,10.00,1922.40,28.70,473.40,1287.70,132.60
